text,label
"Hà Nội hôm nay lạnh muốn chết với tôi. Vì có việc nên tôi phải đi từ Hà Đông lên phố từ sáng sớm. Sau đó, tôi quyết định đến một địa điểm khá nổi tiếng bán món Bún Đậu Mắm Tôm này trên phố Đặng Thái Thân.
Cảm nhận của tôi là quán quá đông. Mọi người phải lấy số và xếp hàng chờ tới lượt, trong khi chỉ có 2 người làm nên thời gian chờ khá lâu. Chính vì quá đông nên thực khách không thể tự pha nước chấm theo khẩu vị cá nhân. Đối với tôi, nước chấm chú cho nhiều quất quá hơi bị chua, nên bảo trước cháu tự vắt quất. Hàng bán hết rất nhanh, nên bạn cũng sẽ không thể gọi thêm thịt hay nội tạng, giò chả nhiều hơn khẩu phần gốc, mà chỉ có thể gọi thêm đậu phụ chiên thôi.
Nhưng đừng lo, khẩu phần ở đây rất nhiều, miếng cắt cũng to, tất cả đều là đồ tự làm và rất ngon. Chúng tôi phải cố gắng lắm mới ăn hết. Đặc biệt là món dồi và tim, ra quán lòng gọi chỗ này chắc cx 50-60k. Nếu có việc tiện đi ngang qua thì chắc chắn sẽ ghé lại, bị mỗi cái quá xa nhà. 
Trong ảnh là khẩu phần cho 2 người, thêm 10k đậu phụ chiên, tổng cộng 100k. Quá rẻ so với định lượng",2
"Bánh cuốn Song Phương – 64C Đội Cấn: ăn rồi thì thôi, cũng ổn
Bánh cuốn Song Phương ở 64C Đội Cấn nghe danh thì nhiều drama, nhưng tò mò vẫn ra ăn thử xem thực hư thế nào. Quán bán khá đa dạng: bánh cuốn chả quế, chả viên, bánh cuốn trứng, kèm thêm mấy món kiểu gà tần, chim quay cho ngày lạnh.
Mình ăn 2 lần, cảm nhận chung là chất lượng ổn. Bánh cuốn tráng mỏng, mướt, không bị khô hay nát. Nhân thịt thơm, nêm vừa tay. Nước chấm pha nhẹ, không gắt, ăn rất đưa miệng.
Gọi thêm 1 suất bánh cuốn trứng, thấy trứng và nhân khá nhiều, ăn đậm đà hơn. Tổng thể 80k bữa ăn gồm 2 suất chả quế + 1 suất trứng, ngồi ngày đông thấy hợp lý, đủ ấm bụng.
Thôi thì drama để bên ngoài, còn đồ ăn ở đây với mình là ăn được, ổn định, không có gì phải lăn tăn nếu muốn tìm một quán bánh cuốn nóng cho ngày lạnh Hà Nội. #ăn_uống_là_phải_tử_tế #bản_đồ_ẩm_thực_Việt_Nam",0
"Pi thái hủ tiếu Thái Lan - không bao giờ quay lại
Lần đầu trải nghiệm ăn thử hủ tiếu ở đây xem khác gì so với hủ tiếu bình thường. Chưa bao giờ thấy đồ ăn lại tồi đến như này. Mình ăn bát 80k tomyum mà đc 1/2 quả trứng lòng đào, 1 con tôm bé như ngón tay út, 1 miếng mực bé xíu, bé lắm luôn ấy - màu trắng nhỏ xíu góc bát đó ạ, tôm mực lại còn ko tươi. Khác hẳn so với hình ảnh quảng cáo và các bài đăng 5 sao đánh giá trên page. Nhìn hình đã chán, mà cái nước dùng còn chán hơn, như vị của gói gia vị mì tôm chua cay.
Làm ăn ko có tâm, nói 80k ko to, nhưng cũng ko bé đến mức nhận cái bát đồ ăn như này",0
"Pi thái hủ tiếu Thái Lan - không bao giờ quay lại
Lần đầu trải nghiệm ăn thử hủ tiếu ở đây xem khác gì so với hủ tiếu bình thường. Chưa bao giờ thấy đồ ăn lại tồi đến như này. Mình ăn bát 80k tomyum mà đc 1/2 quả trứng lòng đào, 1 con tôm bé như ngón tay út, 1 miếng mực bé xíu, bé lắm luôn ấy - màu trắng nhỏ xíu góc bát đó ạ, tôm mực lại còn ko tươi. Khác hẳn so với hình ảnh quảng cáo và các bài đăng 5 sao đánh giá trên page. Nhìn hình đã chán, mà cái nước dùng còn chán hơn, … See more",0
"Hà Nội hôm nay lạnh muốn chết với tôi. Vì có việc nên tôi phải đi từ Hà Đông lên phố từ sáng sớm. Sau đó, tôi quyết định đến một địa điểm khá nổi tiếng bán món Bún Đậu Mắm Tôm này trên phố Đặng Thái Thân.
Cảm nhận của tôi là quán quá đông. Mọi người phải lấy số và xếp hàng chờ tới lượt, trong khi chỉ có 2 người làm nên thời gian chờ khá lâu. Chính vì quá đông nên thực khách không thể tự pha nước chấm theo khẩu vị cá nhân. Đối với tôi, nước chấm chú cho nhiều quất quá hơi bị … See more",0
"Mỗi người một trải nhiệm thôi, k thể vì trải nhiệm của người này k tốt mà đánh giá tiệm là làm ăn k tốt dc. Mình chỉ là khách hàng, ko quen biết gì tiệm nhé, nhưng mình đặt ở đây đến chục lần rồi mà chưa lần nào phải phàn nàn gì hết. Lần nào gửi mẫu tiệm cũng dặn trc là chỉ làm dc đến 70% nhưng nhận về mẫu nào cũng ok. Nên sn con, cháu, ông bà hay bạn mà cần mấy mẫu lạ mình cũng đặt ở đây. Hoan hỉ ạ",0
"Nhà này bột vẫn hơn hẳn, bột mềm, mướt, ko chua. Còn định lượng 1 đĩa bánh thì quán này vẫn thế, ai ăn khoẻ thì 1người/2 đĩa. Bánh ít nhưng nhân thịt mộc nhĩ đầy đặn, ko bị độn mộc nhĩ đâu, hành tự phi. Mắm nhạt thì thêm mắm cốt vào thôi bạn, hàng này thâm niên bao năm rồi, nhiều nhà hai thế hệ ăn ở đây. Với mình thì nó vẫn là top nhưng quán ngon",2
"Điều tối thiểu khi khách đặt bánh có kim tuyến là sẽ k viết được chữ lên vì sẽ bị trôi chữ ấy =)))) nhg shop k hề báo với khách. Có sự thay đổi cũng k báo lại với khách. Có thể đổi cho khách sang bánh khác nhưng vẫn mẫu đấy, khách có thể chọn vẫn có kim tuyến mà viết chữ ở khay, hoặc là đổi sang giấy đốt để viết lên mặt mà. Cách xử lý quá tệ lun",0
"Bún đậu mắm tôm nhưng mắm tôm nhà này ăn vừa nhạt vừa chua + cay xè lưỡi. Được cái suất đầy đặn còn có tim (lượng tim 1 phần thì gan phải 5 phần, gan vừa dày vừa nhiều
), nhưng ngồi vỉa hè mà phía bên gốc cây nó khai thôi nhé cuộc đời luôn, mà chỗ phía gần cô chú thì hay hết chỗ. Nói chung là mua về thì được chứ ngồi lại không ổn lắm",0
"vấn đề 1 là shop sai vì không báo về việc viết chữ ,vấn đề 2 là bạn tìm ảnh chiếc bánh rắc kim tuyến chứ không hề đòi hỏi(đốt ra chữ,đốt dc....) và nếu bánh đốt thì chỉ có mặt giấy chứ không thể làm có chữ ở mặt nữa ,vấn đề cuối shop sai vì làm ăn thiếu trách nhiệm còn bạn quá mơ tưởng.Còn hình bánh chỉ thiếu mỗi chữ k khác gì!!!!!!",0
"Khuyên chân thành các b đừng chọn mẫu thổi kim tuyến vì cái bột kim tuyến ý chỉ rắc tí ti thì tạm chứ rắc nhiều để thổi thì ối giời ơi lắm, ko đảm bảo ATTP đâu, cả loại giấy đốt nữa, giấy fake khói khét lắm hỏng hết cả kem trên bánh. Những kiểu theo trend này chỉ làm bánh giả để quay chụp thui, bánh để ăn thì né đi nhé",0
"Trước mình rất hay đặt ở đây, chắc pải ủng hộ shop này 4-5 năm rồi. Nhưng tới năm ngoái đặt bánh tới 2 lần shop làm ko giống mẫu. Chắc trước chủ làm còn sau này nhân viên làm. Từ năm nay mình cx ko đặt nữa
. Lúc nào feedback cx nhận được mã giảm nhưng lần sau đặt làm vẫn méo giống mẫu.",2
"Chuẩn, mình được bạn rủ đi ăn 1 lần, thấy topping hơi dở so với kỳ vọng. Vậy nên mình chưa bao giờ có ý định quay lại. Mình nghĩ nếu quán đọc được nên cải tiến chất lượng nguyên liệu vì thực sự để tồn tại trong ngành F&B ở Hà Nội rất khốc liệt.",0
Gọi xuất cơm với canh tomyum k khác gì bát cơm chan với canh chua nó chán vô cùng mới ăn trưa nay k bao giờ quay lại!tôi còn nghĩ trong đầu thế này mà cũng nghĩ ra là 1 món rồi bán cho khách với cái giá mấy chục nhìn 1 xuất sợ quá!,0
"Trc có đặt bánh 3 lần của shop vì gần chỗ tổ chức sinh nhật, đúng là lần nào mình yêu cầu cũng đều làm không đúng yêu cầu của mình, cũng không nhắn check lại bánh hay hỏi là làm khác đi được không, khi nhận bánh hơi hụt hẫng ấy.",0
Cũng ổn mà ta. Nếu ko viết chữ lên dc thì shop có thể tư vấn đặt vương miện phụ kiện lên cho đỡ trống. Quay video đội vương miện lên thổi kim tuyến ta nói siêu bling bling. Còn khoản giống có 30% thì chắc chủ top hơi khắt khe r,2
"chữ trên bánh này là chữ mica đó, k phải chữ viết đâu. Người trực page k biết nên cứ nhận chứ ai làm bánh nhìn là nhận ra ngay. Chữ này đặt lên mặt kim tuyến được nhưng đặt làm riêng nên đắt lắm
Khách chịu chi thì ok",2
Mọi người toàn ăn bánh cuốn với nước mắm nguyên chất hay sao mà toàn chê nước mắm nhạt vậy. Người ta để riêng nước mắm nguyên chất dành cho người ăn mặn mà không biết đường cho vào còn bắt bẻ,0
"Góc chê
Bánh cuốn Bà Xuân - Hòe Nhai
Trên hình là 2 suất bánh cuốn chả cốm.
Đĩa bánh cuốn như kia chắc phải đớp 2 đĩa mới vừa vừa, được có vài miếng, đếm kĩ chắc được tầm 6 gắp.
See more",2
Dở nhất trong các thể loại dở. Ăn cái vị ngang kinh khủng ko hiểu sao mở toàn tiệm to đùng. Nói ko ngoa hôm đó bỏ đi thì tiếc gắp mấy miếng thịt ra cho gâu gâu ăn gỡ nó hửi rồi quay đít đi,0
"Bánh cuốn Song Phương – 64C Đội Cấn: ăn rồi thì thôi, cũng ổn
Bánh cuốn Song Phương ở 64C Đội Cấn nghe danh thì nhiều drama, nhưng tò mò vẫn ra ăn thử xem thực hư thế n… See more",0
Update: Shop đã gọi điện cho mình để xin lỗi và gửi tiền bồi thường. Sau lần này mình nghĩ shop cũng sẽ nghiêm túc xem xét và vận hành chuyên nghiệp hơn. Các khách mới … See more,1
Giống nhà mình đặt bánh ở Hunnie cake bảo màu xanh da trời + trắng ship đến mie màu hồng xong cũng bài kêu xl giảm 10%. Mình cũng ko thèm lấy 10% luôn làm hỏng cả buổi sinh nhật.,0
"Theo mng 70k đĩa này có hợp lý ko ạ ?
Hôm qua mình mới đi ăn lại quán chân gà nổi tiếng ở đầu Lý Văn Phức. Trước đó mình ăn khá nhiều lần nhưng lần này có vẻ hơi khác",1
"Mình cug k thấy hợp khẩu vị ở đây , hay ăn ở tvv hoặc mặt phố ng công trứ hơn. Tiện thể hỏi các bác có quán bánh cuốn nào vỏ mỏng mềm, dẻo mướt, hành tự phi k ạ",2
Sao một chuyện đơn giản là xử lý bồi thường ngay tại chỗ mà rất nhiều nơi không biết nhỉ? Khách đã không hài lòng rồi lại còn tặng voucher cho lần sau,0
"Chuẩn luôn b =))) quả nước dùng lờ lợ.. ăn 1 lần là tạm biệt luôn
đúng mùi gói gia vị mì tôm chua cay của omachi, chả hiểu Thái cái chỗ nào =))",2
Ngon dở ko nói nhưng 90k mà còn chê đắt thì mời về nhà tự làm mà ăn bạn ơi :))))). Sợ thậc. 35k/suất mà còn kêu đắt thì ko ăn đc cái qq j đâu,0
Sao sợ mấy shop gửi voucher giảm giá cho lần sau quá. Làm kh thất vọng thế thì làm đéo gì còn lần sau :)))) “lời xin lỗi chân thành” cười ẻ,0
Vấn đề bánh đốt được không thì khi đặt hàng chủ top có yêu cầu là đốt đc k . Chứ nếu k yêu cầu thì làm sao quán biết để mà bảo khách nhỉ,0
"Sống ở Hà Nội bao nhiêu năm chưa 1 lần ăn bánh cuốn Hà Nội, mỗi lần muốn ăn bánh cuốn là lại đợi dịp về quê Tiền Hải - Thái Bỉnh để ăn",2
"đông nhưng được cái cô chú ý cũng chiều khách, mà theo thứ tự rõ ràng, nên chờ không bị ức chế, chứ ăn uống cứ toán loạn lên mới ức",0
Ở đây bánh ngon nhưng đúng là nước mắm chấm quá tầm thường. Đắt so với thị trường. Con nhà e tráng miệng cũng phải 2 suất,2
có ai thấy cốt bánh ăn chán v k ạ=))) kem cũng k giống whipping kbiet tiệm dùng kem gì? ăn chả khác bánh công nghiệp,0
"35k/suất, 2 suất + đĩa chả 20k là bt mà nhể? E ăn ở đây thấy ngon, bánh mềm. Nước mắm nhạt thì tự chế thêm mắm vào?",2
"Mẫu này và giấy đốt , hàng tốt thì mắc , hàng fake k đảm bảo sk , ai nói gi mình cũng đc , với m sk là trên hết",0
"mình đặt cốt socola thì làm matcha, xong dặn viết chữ thì cũng làm sai, r lại đổ tại nvien mới =)))))))))))",0
Mà cái hàng này kem topping nhưng giá gần bằng bánh dùng kem whip. Cái hàng Hạnh Phạm cũng thế. Đắt dã man,1
"có phải quán đầu PNT k các bác, mình ăn hủ tíu thường thấy oke mà nhỉ, nhưng đắt, 50k. Tomyum thì chán",0
Phải ăn bát hủ tiếu ở những quán khác (1 số quán vừa mồm) mới thấy hủ tiếu ở đây thực sự ko đáng tiền,2
Hà nội kiếm dc hàng ngon hơn hàng này hơi khó . Bột không bị chua nhiều hàng ăn bột cứ chua chua,0
"Thực sự vẫn không hiểu là tại sao chuỗi quán này vẫn tồn tại được. Vừa đắt vừa k ngon, chịu chết",2
"M thấy ở đây bột bánh ngon hơn hẳn các hàng khác. Nó mướt mướt dai dai mềm mềm, ăn khác bọt lắm",2
"Lúc mới khai trương ở nguyễn khánh toàn cũng đi ăn thử, mà đắt lại k ngon ý, thấy hơi phí tiền",0
":))) ngon mà, mỗi lần 2 ng ăn toàn 3 xuất, bánh mềm mướt nt cũng chê. như t là t chẳng chê j.",2
"mình đặt bánh ở Mup cho sinh nhật con thấy oke mà nhỉ, bánh xinh giống hệt mẫu
chắc do b xui",2
Bình thường đi mua sườn nó cũng đắt rồi...đây ăn hàng thì chấp nhận(ko nói đến ngon hay ko),2
:)) gia vị này mà kêu gói gia vị mì tôm chua cay là xúc phạm vì tôm chua cay đó bạn ei :))),1
"Lòng luộc ntn ngon hơn, các quán khác lòng dồi rán ăn quắt queo quá bác xong còn khô",0
"Hà đông bác qua Hoàng hoa thám ăn ngon luôn , đi lên tận gần nhà hát lớn làm gì bác",2
"Nhà em 28k chỗ này no nê ạ
số 16 ngõ 44 Hào Nam, 6-10h sáng, T3-CN, kính hội ạ",1
Bà ghé chi nhánh nào chứ tui đi chi nhánh ggm tô này 70k mà topping cỡ v nè,1
"Riêng t, chỉ khuyến mãi ms qua, chứ bình thường đắt lòi, ăn ko bõ dính răng",1
90k kêu đắt thì bác mua hộ em cái nhà trên phố cổ để e bán hàng với :))),1
Miếng dồi nhà này đẫm lệ thật sự. Lại còn có cả tim heo luộc mà rẻ vđ,1
"Thử ăn của quán này ở quận 6 đi, hôm trước đặt App ăn thấy OK lắm mn",2
"Đc cái trà thái ngon, mình toàn đến quàn mua trà sữa thái chai 1l",2
"Cũng k hỉu sao vừa đông vừa đắt … nc mắm nhạt thật, bánh thì ít",1
Quán này có drama ji vậy các bác???? . Quán này ăn cũng ổn mà,0
"may quá suýt đặt chỗ này, sao tiệm hot mà vô trách nhiệm quáa",0
Ăn thử đợt mới mở ở PNT. Đúng kiểu vừa đắt vừa chán :))))))),0
"Không nói về việc cháy hay không, mình nói về định lượng thì",0
"Giá đắt mà đồ ăn lèo tèo lắm. Hủ tiếu ngon, nước dùng ngon.",0
Nguyễn Thuý HằngThu Bo sao thấy chờ lâu mà đc cái ko ngon,0
"ôi vãi, hôm qua mình vừa ăn bút 80k và suy nghĩ y hệt :))",1
"theo cháu thì bao tiền thì hợp lý Văn Khánh, cháu quê đâu",1
Bánh này đúng kiểu bánh cưới năm hồi ấy . Trắng tinh :))),1
"Quán này gần nhà mình mà có 60k 1 bát, ăn chuẩn vị Thái",2
"Trước ăn ngon lắm,ko hiểu sao bây giờ chán ko nuốt nổi",0
"Trái tim khuyết tật vl, làm xấu v cũng dám bán hay ghê",0
"Ở SG ăn ngon nha , đặt qua app , dùng mã cũng rẻ nữa",2
Nguyễn Tiến tự nhiên nhớ sáng sớm ở Nguyễn Tuân =))),1
Món này có ngon đâu nhỉ. Thà ăn bún hải sản còn hơn,2
quán này vừa đắt vừa tệ vô tình ăn 1 lần mà sợ luôn,0
Chỗ này tạm tính hơn 1 lạng . Trừ khấu hao đi 20%,1
bánh mình làm có 200 size 18 tròn cắt ra đẹp chán,0
"35k 1 suất 2 cái chả 20k,con thế nào nữa bro????",1
Minnie Hoàng htrc mình đặt quán này thì phải,1
"Góp vui với bác, nhưng bánh này đặt nhà khác",1
Thua tô bún hải sản 50k có tôm bề bề chả cá,1
Làm gì còn lần sau mà shop gửi voucher :)),1
Chuot Xinh Trangg Trang sướng nhé các chị,2
"Ui công nhận, ăn ko ra cái gì luôn đó :((",1
chủ top ơi mình xin địa chỉ cụ thể với ạ,1
Có phải quán đầu Phạm Ngọc Thạch ko bạn?,1
"Bánh mẫu sang chảnh, bánh shop sang chấn",1
mấy lần định rẽ vào ăn mà đông quá bác ạ,1
"60k 1 bát như này, ăn đẫm lệ luôn bác ạ",1
Công nhận ăn chán :)) đắt vcđ mà chán,0
Quán này bà chị chủ quán sởi lởi lắm,1
Trang Nguyễnn này nọ mình ăn đó hả,1
T thấy ăn ok mỗi tội lèo tèo thật,0
Là 1 ng làm bánh m nói KHÔNG với,0
Chắc mỗi t thấy bánh chán từ xưa,0
Mẫu này sốp lấy bạn bn vậy :))),1
Giá sườn nóng : 180 … See more,1
Đoán vội cost bát này 5k :))),1
đồng ý là ăn ko ngon nha :)),0
2 xuất 2 chả thì có j mà đắt,1
Phố này ở chỗ nào thế top ?,1
Ăn bát 95k vớt 3 đũa là hết,1
Lê Lan Anh hnao hẹn hò nha,1
Bánh cuốn Yên Phụ ngon hơn,2
k hiểu sao cmt bị từ chối,1
Ai chê đừng ăn nữa là đc,1
Mà còn đắt. Khs vẫn đông,1
Trời dở ẹc mà đắt :))),0
Bán ntn k thấy ngại hả,1
Kiếm tiền dễ thật :)),1
Chỗ này dở thiệt sự,0
lúc đ nào cũng xl,1
Quán này ngon đét,2
Ám ảnh kinh hoàng,0
Toai khum cô đơn,1
Bánh xấu thê.,0
quán láo thật,1
Nguyễn Đức Hùng cơm gà của e này,1
"Kb do khẩu vị mình khác mn hay sao
Thấy mn khen rầm rộ quán cơm Hồng Gia trên nhóm nên đặt thử ăn cũnh bình thường mà nhỉ. Hôm tiện mua ở quán Mạnh Tồ ở Ng Du kéo dài mà ăn ngon vch. Nay đặt về cả nhà cũng khen. Mn ăn thử xem =)))",2
"Dona Garden khu đồng lẻ, phố Chu văn an, băng 2 nguyễn du kéo dài ( cafe buýt 19 cũ) .. sau lưng nhà hàng Phú Ông ak.",1
ăn chán kinh,0
Ngon nhất việt trì chỉ có g100 của thằng quan thôi. Ngon đến nỗi đi qua quán vắng tanh,0
"Lối xưa ạ
mình có nhận chụp máy ảnh fuji và canon giá hạt rẻ 3xx ạ .",1
E xin menu,1
Đối diện ngõ quán Sành 1990 vào 150m… See more,1
ngon như có ruồi,2
Nguyễn Minh Hiềnn,1
Quán này ngon,2
"Đông lắm r, đừng review nữa b ơi kẻo đến ko có đồ ăn :))))",1
Mn cho mình xin info quán cafe chụp áo dài đẹp với ạ,2
Cơm ngon thật nhưng 1 lần ăn phải trứng ốp thiuu. Nhắn tin cho shop cũng chả thấy phản hồi lại lấy 1 câu nên từ đấy cạch luôn,0
E cũng thích cơm nhà này,2
hồng gia cơm rang ngon,2
#RVVT Cơm gà ngon nhất Việt Trì trong lòng bạn là quán nào?,2
cơm rang nhà b này ngon đỉnh chóp luôn . t ăn từ hồi mới mở tới giờ lên tận đền hùng vẫn gọi ship lên,2
G100 la số 1 nhe b,1
"#RVVT Cơm gà ngon nhất Việt Trì trong lòng bạn là quán nào?
Mình trước nhé: Cơm Hồng Gia, Châu Phong (Gần BV tỉnh, cạnh Bee Anh quán)",2
M thấy trc ngon hơn.giờ như đổi chủ hay sao mà thấy bt,2
Thủy Dona Em gửi đc quán ak,1
"E hay ăn ở đây. Thấy ngon , trẻ con nhà e thích lắm",2
"E cũng hay ăn nhà này
mà hay ăn xá xíu chưa ăn gà Bh",2
E xin dchi,1
E muốn xin số de đặt ship dk k ạ,1
Quán này công nhận ngon,2
G100 nhé b thấy trc cửa biển ghi là cơm rang gà ngon nhất vtri,2
"Phùng Hường Bầu pizza ạ
cơm gà ngon nhất trong lòng em cơm ngon gà ngon salat ăn kèm cũng ngon ạ !",2
Bao nhiêu châu phong ạ,1
Mạnh Toànđây e,1
Quán này ạ mới mở ạ,1
Tự quán rv à :))),1
"Mình trước nhé: Cơm Hồng Gia, Châu Phong (Gần BV tỉnh, cạnh Bee Anh quán)",1
Đối diện ngõ quán Sành 1990 vào 150m,1
"Có ship k ạ, ai có sdt cho e xin với",1
Em xin review buffet hải sản ngon ở việt trì với ạ,2
quán này ăn xá xíu với sườn ngon mà,2
"công nhận nha, cơm nhà này ngon, nước lá ngon ngọt nữa",2
E cũng thấy ở đây ngon nhất,2
Cũg hay cơm này cơ mà thấy đợt trc ngon hơn ý .,2
"Ăn 1 xuất mãi ko hết, đĩa to ú ụ",1
Quán cơm gà Dũng râu mình thấy rất ngon,2
6 đau 6 đớn,1
"Ảnh mẫu là bánh tặng cháu, Bánh real ngoài là mẫu tặng bà",1
Quán này bị bóc phốt liên tục mà,0
Mọi người vào nhóm săn vé nha,1
chời ơi. mấy bông hồng chụm lại thui đẹp dã man mà thay bằng hoa hoét gì như kiểu ra thùng rác nhặt bỏ vào,2
"Cảm nhận của tôi là quán quá đông. Mọi người phải lấy số và xếp hàng chờ tới lượt, trong khi chỉ có 2 người làm nên thời gian chờ khá lâu. Chính vì quá đông nên thực khách không thể tự pha nước chấm theo khẩu vị cá nhân. Đối với tôi, nước chấm chú cho nhiều quất quá hơi bị … See more",0
14 cơ sở và bánh của mình được ship từ cơ sở Hồ Tùng Mậu nha :)))),1
Siêu rcm tiệm https://www.facebook.com/share/1AF5P51kMA/ shop nói chuyện dễ thương vchh làm cũng đẹp bánh ăn ngon,2
"Mình mua 1 lần xong lầm lỡ thanh toán tất không hủy được. Ối dồi ôi lắm bánh mẫu 10₫ bánh nhận 1₫ đã thế còn đắt, nhân viên thì thái độ đặt giao lúc 15h nma mãi 17h30 mới nhận được. Đặt 1 lần mà sợ tới già",0
Phương Phương may chưa đặt lần nào. Trc có lần ngó bọn này đấy,1
"Góc cực chê - “Tiệm hoa của gió” =))
Chị gái mình đặt bánh tặng mình, mẫu bên trái chính shop đăng và bên phải là mẫu mình nhận được.
Sau đó chị gái mình có claim thì shop xoá comment, rồi nhắn cho chị mình là “nhân viên đặt nhầm hoa sang và mong khách thông cảm”, và chỉ dừng lại ở đó chứ ko hề nói gì thêm là xin lỗi hay có ý đền bù =))))
Chưa kể đến việc hoa khác màu, bánh mình nhận được là sự mất tích của những quả việt quất, có lơ thơ mấy quả nho và màu lem hết cả ra. Càng c… See more",2
"Bà ơi. Dù tôi chưa đặt bánh tiệm này và cũng chưa gặpp phải trường hợp làm ăn vớ vẩn ntn. Nhưng mà chúc bà sinh nhật vui vẻ nhé. Tôi recommend bà đặt bánh sn tiệm Nhung Cake - Tiệm Bánh Handmade - Bánh Sinh Nhật , năm nào tôi cũng đặt bánh ở đây, vừa xinh vừa ngon, giá cả phải chăng. ( Tôi ko nhận tiền qc đâu nhá) . Sinh nhật vừa rồi tôi cũng tự tặng bản thân 1 hộp bánh và hoa kiểu kiểu vậy ở tiệm này nè",0
Tưởng đâu mới lụm hoa ở thùng rác vào cắm Trang ạ,1
